text,label
@usuario jajajajajaja meo tengo a mi novio y el tiene a su novia y los dos somos felices.,0
"@usuario @usuario ¿Y dónde está el fiscal siendo quisquilloso para que un tío mate a dos ciclistas en la puta carretera, qué coño pasa?",2
"@user Anímate, Jorge. Piensa en tu nueva víctima.",1
"Sí... Porque @usuario es el bastardo más vil, egoísta e infantil del mundo.",2
"@usuario, que no soy menos o si lo soy",1
"¡¡¡¡¡@user @user Bien hecho señora Presidenta, ha dado usted ejemplo, bien hecho!!!!!",0
"Ahora, de vuelta a la realidad .... Oh Venezuela como me hiciste llorar en una tierra lejana ...... Que tristeza decir, soy venezolano.",2
"Es un dicho tradicional, como muchas otras tradiciones (arroz, etc.), pero no es gran cosa.",1
"Afortunadamente, no he visto a nadie afirmar que se hayan exagerado los huracanes. Elegí a las personas que me importan con mucho cuidado",0
"Hola, quiero hacer un gran cambio en mi cabello pero no se que hacer para lograr mi objetivo, necesito pedir ayuda.",2
"Quería esta puta máscara de Buckethead para Navidad, pero todo el mundo piensa que es un puto regalo.",1
@user @user ya ya ya se ya no quería salirme de las aguas termales mañana voy a Monteverde a ver que tal,0
"Quiero tener el pelo negro azulado, pero no sé cómo teñírmelo porque ninguno de los tintes para pelo negro azulado que he usado me ha funcionado.",2
@user @user Nunca dije que no lo fuera.,1
@user Esto es lo mejor.,0
"Hola, bbs, ¿dónde estoy?",2
@nombredeusuario @nombredeusuario @nombredeusuario @nombredeusuario @nombredeusuario y cualquier otra persona que haya olvidado que pueda estar interesada en su instituto o universidad.,1
"Chema En estas, todos en la oficina quieren que vuelva a la oficina para llevar mejor el negocio....",0
"Juntémonos y hablemos de lo guapo que está el señor Rajoy, ya era hora @usuarios",2
@user @user Tienes razón.,1
Que tengas un buen martes. Diviértete y ríete.,0
@user @user Las mayores atrocidades son fruto del idealismo bienintencionado. No me cabe duda de que son capaces de los peores comportamientos.,2
"@user Internacional 19, Corea 20",1
Viendo al gran #JoselitoYSuOrquesta el jueves en #WantanNight @user by @user,0
Empecé a pensar en algunas cosas y me cansé un poco de estar sola en mi habitación. Es una pena.,2
Ahora tengo que cubrirme de repelente para dormir.,1
"@user ¡Es lo mejor! Estoy deseando escuchar el nuevo disco, quiero tener tiempo de digerirlo entero antes de morir.",0
@usuario Esto no es slto.,2
"@user Y es estupendo que alguien hable de ello, porque mucha gente no lo hace porque se considera un tema tabú.",1
"He mencionado #volando en mi biografía anterior, y esta noche, ellos -y Twitter- me lo han recordado .....   #SoisGrandes 😘 http",0
"@user @user Llevo muchos veranos sin blanca, Berni.",2
Me encantaría tener un perro así.,1
@user Son dos frases. Una completa a la otra. Es más fácil de entender.,0
"He tardado dos días y medio en ponerme al día con Re:zero, y ahora llevo una semana anticipando el final. Aún no ha terminado, eh.",2
"@user Escucha, no me importa lo que lleve mi Brete, sólo me gustaría poder teñirme el pelo de morado.",1
"#2YearsOfLegionHolk No importa si eres una ""vaca"" o una ""vieja"", mientras te guste LH, eres bienvenida en mi casa.",0
"@usuario @usuario Yo no me meto en esto, sacar las cosas de contexto y meterlas en tu propio terreno es otra cosa.",2
@usuario pero no es abstracto,1
"Soy muy feliz, me gusta mucho mi vida, a veces ni siquiera me doy cuenta de la suerte que tengo.",0
Siento que alguien me ha bloqueado. Es una sensación rara porque me está empezando a gustar esta persona y no lo entiendo. Me siento mal.,2
"No te preocupes, Isamu. Lo entendemos. Recupérate pronto.",1
"@usuario dile a Alex que hay aceites de baño que fijan la piel como ""codos"" y ahora mismo mi piel es muy fina.",0
"El enorme abedul de la esquina de Ríos Rosas con Castellana ha sido talado, ¿alguien sabe por qué? # Madrid",2
Voy a cambiar mi vida y a no salir durante mucho tiempo.,1
"Las Palmas, nuevo líder de la primera Liga, empieza con ""L"" de Leicester....  #ahílodejo",0
"Puedes llamarme mañana durante el día, estaré encantado de llamarte a plena luz del día, no en la oscuridad, en algún barrio de mala muerte.",2
"@usuario se despide, desea a todos un feliz año nuevo y se despide.",1
"Ha terminado un buen año y ha comenzado uno mejor, siempre con las bendiciones de Dios.",0
@usuario No sé si alguna vez seré tan malo como tú.,2
@user Me llamas garrullo porque me llamo Domingo. es un buen chiste @user @user @user @user @user,1
"También ambientada en Italia, es una comedia sobre una serie de parejas enredadas, llena de honor, clase y humor.",0
"¿Soy el único que se siente incómodo con gente que lleva gafas de sol? No sabemos si nos están mirando, así que...",2
Me gustaría unirme a un grupo de WhatsApp feminista o gay-friendly.,1
Lo mejor de la vida es ver la piel.,0
@usuario claroooo o a varios solo que ya les vale .... . psoe machacando etc.,2
"@User @User @User @User @User @User @User @User Para explicar el 6M, nos enseñó los archivos de profesores de Youtube.",1
Acabo de hablar con Alba. Me siento mejor.,0
"@user Pues espero que no lo digas por mi novia, o que ya no vote a memeo, bueno, cada uno a lo suyo +.",2
@usuario y su canción: Se non te #VIDEO fue publicada el 10 de noviembre de 2013 y aquí te la compartimos.,1
"@usuario Llego tarde a la fiesta, soy muy fan, la veo desde el 2000, he crecido con ella, ha tenido sus momentos buenos y malos, como cualquier otra serie, hay temporadas favoritas....",0
"Muchos días de sol, calor y muchos incendios. España necesita lluvia desesperadamente, y parece que queda muy poca.",2
"@ Los usuarios no los enviarán, sinceramente.",1
@ Usuarios tan amables como tú,0
"Si realmente no estás contenta con nuestro movimiento, por favor únete a nuestro movimiento en vez de venir aquí a fastidiar a las feministas.",2
Quiero volver a Cosmocaixa.,1
@user @user Bonita nana para dormirte.,0
Si quieres comprar muchas cosas pero eres pobre,2
Si usted está interesado o conoce a alguien que esté interesado en Airsoft. Estoy vendiendo L96 (nuevo) y G36. máscaras y otras cosas. Preferiblemente con RT,1
"@user @user ¡Qué guay! ¡Muy chula la aportación, chicas!",0
Soy muy sensible. Lloro por todo y por todos.,2
"Quiero amigos a los que les gusten mis gustos musicales, que ya los tengo, pero viven mucho tiempo.",1
¡¡¡¡@user sigues siendo tan sexy Nerea!!!! ¡Que tengas un gran día te quiero!,0
@usuario Ya no tengo 2GB.,2
¡¡¡¡@user Nuestra pronunciación es pellót tan fuerte !!!! .Cl,1
Me encantó El penúltimo amor... Puede que vea una película japonesa más tarde.,0
¡@user NOOOOOO omg siempre me pierdo los mejores fan art!,2
Ayúdanos a conocerte mejor para que podamos mejorar ✍️. Cómo se enteró de la existencia del #Microteatro?,1
D.O. eres genial... Feliz cumpleaños y que cumplas muchos más #E #EL #KPOp,0
"@usuario Me perdí esta encuesta, he estado bastante inactivo últimamente.   ¡Feliz retransmisión en directo!",2
@usuario illo 5 personas diferentes ya me han enviado palomitas snpachats,1
@Users @Users @Users @Users Nos encantaría saber qué te parece el libro. Seguro que a Nora también le hace ilusión.,0
"De las miles de personas a las que les podría haber pasado esto, me pasó a mí. -Me pasó a mí.",2
"Amigos, hoy no me encuentro bien, pero estoy feliz.",1
"Próximo destino ...... ¡¡¡¡¡¡¡Londres, no podría ser más feliz, me voy a trabajar al extranjero, yippee !!!!!!!",0
"Jajajajajajajajaja, me cago en él porque sí 🤘.",2
"Hola @usuario Hola, me gustaría preguntarte si el nuevo café de Chiapas crece del mismo tono ya que próximamente haré una cata .....",1
@usuario @usuario en busca de la forma perfecta de Roci,0
"""Mae estará aquí mañana a las 10, así que ten cuidado si te quedas dormida, porque estaré allí a las 10"". -Liena, se quedó dormida y no vino.",2
"@user @user @user @user @user ohhh ¡Lo mismo! También conciertos, aunque no sé si será lo mismo.",1
"Clásico día donostiarra, quedarse en casa durante el fútbol #Donostia #Football",0
Quiero morir para no tener que soportar esta maldita ola de calor.,2
"Si crees que me gustan los penes, hazme FAV (porque no soy famoso y nadie te hará FAV, así que tengo la conciencia tranquila).",1
"@user Una de mis piezas favoritas de tu galería, y la luz que has captado es muy misteriosa.... ¡me encanta!",0
¿Y el daño moral que nuestra crítica le ha hecho a Amancio? Le habrá dolido. ¿Le costaba dormir por la noche?,2
"Manuel Carrasc -Uno x Uno me gusta-Vale-Ok-ta luego maricarmen -no me gusta pero, vamos a decir que lo respeto -me se sé canciones",1
"@user Una última cosa para ti Javier, estoy muy contento con tu respuesta. Gracias de corazón.",0
"No dejéis de criticarme y de decir estupideces sobre mí, seguiré viajando y viviendo mi vida como quiero.",2
"@usuario o comprar fundas transparentes para el móvil, pintarlas para que parezcan Pokeballs y montar una página web para venderlas.",1
"Lo mejor fue que tuve que hacer el examen el día de mi cumpleaños, pero bueno, la vida sigue siendo buena.",0
"@usuario pero si solo comes paella, japo chic de verdad y vete a por algo que no pongas en Instagram, homrepordios",2
@user amiga siiii Sostener con la pobreza abyecta,1
¡Qué pretemporada tan divertida va a ser esta!,0
"Bueno, acabo de ver algo muy desagradable. Gracias, llorón. Buenas noches.",2
Como un niño pequeño con un juguete nuevo.,0
Estamos a mediados de 2017 y algunos servicios solo están disponibles con Windows....,2
"@Usuarios @Usuarios @Usuarios @Usuarios ""Resultad Sobrevives"" ¡La locura funciona!",1
"@user ¡Sí, así es, saludos desde Perú! ¡La vida es mejor con un buen vino o café!",0
Erito es un hombre malo.,2
"No sé qué me pasa estos días, pero echo de menos a todo el mundo.",1
"Hoy he tenido un día muy bueno, he tenido dos amigos y el jueves tuve una persona muy favorita.",0
"Utopi tiene una audiencia estable, con una media de más de 8'5 etc en Imdb. Pero fue cancelada. No podemos engañar a las farmacéuticas.",2
"@usuario Si ves otro color que no sea el negro que te guste, házmelo saber.",1
Mira qué lindo 😍😍😍😍😍😍😍😍😍 Incluso puse pequeños arcos en las cenizas http,0
"Una taza estalló en mi mano, qué buena manera de empezar el día.",2
@user Menudo gilipollas ..... puffff .... Y ahora vuelve a pasar nada jejejejej.,1
"@User @User @User @User @User Finalmente, los condenados sucumben a nuestra mano dura.",0
"@user tiene muchos problemas de espalda, rodillas y tobillos, pero no aparecen hasta los 22. 22 es bastante mayor.",2
"Cada vez que intento ver un nuevo episodio en NF, acabo viendo Stranger Things.",1
@usuario Un día me mandaras Md y me dirás cosas bonitas como te dije te quiero 😳💞.,0
@usuario ¿Por qué nunca conseguimos buenos árbitros? ¿Hay buenos árbitros en Valencia?,2
Si retuiteas #YoCuidoElAgua (ICuCuYourWater) por favor escribe más sobre Perú en el Memo del Miércoles #EsNice,1
@usuario Me gustaría el Omega Constellation con números romanos a ser posible.,0
Somos más felices sin ti.,2
La realidad es que ya no es mi mejor amiga.,1
"Presentarme al CEUP fue muy divertido, pude hacer cosas que nunca pensé que podría hacer en tan poco tiempo, y al mismo tiempo aprendí a organizarme. #Feliz",0
"@usuario, no seremos los mismos.",2
Encontré una tarjeta en el cajero y llamé al banco para denunciarlo.,1
¡Convertirte en el villano de la película es lo mejor que puedes hacer!,0
"Fue realmente malo ir al centro comercial ese día. Mañana, sin duda, será peor.",2
@user Tenemos que probar esto y hacer una video receta para ti @user,1
"Además, los liveshows deberían ser absolutamente estables (como en Madrid, donde he tenido problemas en el pasado).",0
Muchas gracias a SPOILERS #TWD,2
Mis patines necesitan ruedas nuevas.,1
"@user Jajaja Lo siento, esta serie es muy buena.",0
"Me han retuiteado personas que no conozco, y sus amigos no han abierto sus mensajes, y no sé qué hacer.",2
¿Puede una buena chica decirme cuándo se emitirá Teen Wolf y en qué días?,1
@Users Ven a Cáceres y te llevaré a un lugar donde podrás ver la preciosa luna.,0
"Con lo fácil que es para @usuario callarse, bajarse los pantalones y no decir nada .... Hay mucha ignorancia en tu ""opinión"". Saludos.",2
Soy valiente. Todo el mundo me lo dice.,1
@user @user ¡Que tengas un buen viaje! Nos vemos en tu próxima aventura.,0
"@user Sí, sí, lo peor.",2
Nueva Hora de Aventuras,1
"@usuario @usuario ¡Por favor, no lo permitas! La foto es de Miquel y me alegra verla en mi timeline.",0
¡¡¡¡@user @user cabrooon Siempre acabas acostándote con mi amiga/mujer !!!!,2
"El Valencia B goleó 0-1 en el DANI JARQUE, pero hay que decir que nos quedamos con un hombre menos en el partido debido a la grave expulsión del defensa perico.",1
"Gracias a esta información, ahora disponemos de un mejor catálogo de terremotos e información histórica.",0
"@usuario Malditos los ataques de pánico yo tampoco los soporto, así que los episodios que se emitieron me resultaron muy dolorosos.",2
"Casi me atropella un árbol de Navidad, pero la buena noticia es que la Navidad ya está en casa.",1
"@usuario ya...... Se va pero me sigue encantando, lo siento pero .... BLME lo adaptó bien, sigue siendo un libro de Sparks.",0
"Después de 3 años sin mencionarte, te quiero mucho @usuario #askalvarogango",2
Me llevaba muy bien con la ex de @user jaja hasta jugamos pichangas juntos @user #yosupereamiex,1
"@user En Francia, probé una bolsa de ramen que era mejor que el ramen de Tokio Llévame al primer mundo.",0
Todavía son las nueve.,2
@usuario Eso es exactamente lo que hice para mostrar que el compañero había colocado el resumen y obtener el recurso.,1
"En un momento de gran autoestima, puedo asegurar que mi sonrisa es contagiosa (en persona, claro).",0
"En serio, ¿papá vio el pelo teñido? ¿Es bueno para mí? ¡Prefiero el pelo natural! Esa es mi identidad.",2
"El secreto de la felicidad es saber que si no experimentas, creas o innovas, no tienes confianza.",1
"¡@User2 Hablamos por Skype hace tiempo por amigos comunes y fue genial, además eres muy guapo!",0
Me estoy quedando ciego. Gira a CSA.,2
@usuario es mi ubicación habitual ....,1
¡¡¡@user Slides está listo!!! (al menos la primera versión ......) .,0
"@user ya pero 15 euros... Al final me lo compraré, pero ahora mismo soy pobre.",2
"Creo que nunca he estado tan enfadado como esta mañana, pero entre Uncharted 4 y el ejercicio, me ha animado.",1
"Super Junior es mi escape de todas las cosas malas de mi vida, así que no me siento obligada a apoyarlos.",0
¡¡¡¡Rechazo a las agresiones sexuales durante y después de las fiestas religiosas !!!!  #Sangüesa,2
Sólo me quedan dos días en Galicia.,1
@usuario ... ¡Buena elección! ¡Gracias por empujarme a leerlo antes de su publicación!,0
"@usuario es egoísta, insolidario y miedoso. Aunque sabes que no seré el mayor fan de Podemos.",2
"""No olvides que mañana siempre es un nuevo día"" - estas palabras son del hombre que siempre está conmigo.",1
"Hoy participan más mujeres, y eso me alegra mucho. Ya sea para sus propias preguntas o para preguntar a sus parejas.",0
Tengo los labios super secos #anli,2
@usuario con todas las cremas jajaja tmr tengo hambre jajajjs,1
"¡@user tu video para Cate me hizo llorar! ¡Que hermoso amor, lograste transmitir tus mejores sentimientos! ¡Benditos seáis!",0
@user ¿Se supone que tienes que decir que no te molesta que sea el mismo texto que 7 Caníbales? Lo digo desde el respeto.,2
Estoy sentado solo en un banco.,1
"@user @user No es perfecto, hay algunos fallos. Pero estaba bien equilibrado y bastante bien. Y por supuesto, al final, cantamos",0
"Tener hermanos es normal, siempre que uno de ellos no decida ser un subnormal perdido.",2
"Hola, #felizMartes ¿Cuántos de vosotros habéis terminado vuestras vacaciones? ¿Cuántos de vosotros acabáis de terminar vuestras vacaciones?",1
"@usuario Bueno, a veces es lo único que tengo, y hay algunos ejemplos que merecen la pena.",0
"Estoy emocionada porque he encontrado un disco externo en casa en el que puedo meter todas mis cosas del portátil, y tiene dos gigas.",2
Lo bueno de estar resfriado es que puedo comer como siempre y echarle la culpa al resfriado.,1
@user Me gustaría que Robbie Williams .... Lo ideal sería que empezara una nueva era. ¡O Take That!,0
🌼 evan peters 🌼 - casi siempre me equivoco y escribo evans peter - dejame - esto es muy sdasldjalsk,2
Ayer empecé mi proyecto de crear mi propio huerto.,1
"@usuario no te conozco, pero echando un vistazo a tw, te veo guapa e interesante. Animo, espero que salgas un poco adelante.",0
Qué cansado estoy de ti albacete.... ¡¡¡¡que cansado estoy!!!! si no me vuelvo a Rosario en verano........... ojo.,2
"Haciendo las maletas, próxima parada #huelva #fiestasconamigas 💃🏻👯🚆",1
@user Mis sentimientos y orgullo por el Valencia son muy fuertes. Quiero lo mejor para el Valencia.,0
"""Es raro, pero tendrías que estar mal de la cabeza para querer estar con alguien como yo"". -le dije a mi padre.",2
"@user sisi, xa lle vexo a cara m mañana no examen",1
¡¡¡¡¡@user He puesto esto en mi perfil y no puedo esperar para usarlo !!!!! ¡Muchas gracias por vuestra ayuda!,0
"@usuario @usuario #NecesitoElViajeAAndalucia Pues sí, Mongolia premia algo, pero es una basura.",2
El equipo @user es tan serio como la liga en la que juega.,1
Hoy he soñado que @user era mi profesor de teatro y me he puesto muy contenta.,0
"Que #Rajoy no llegue a #CheckRajoy NO ES NOTICIA, al contrario.... Pero el aprendiz será el aprendiz.",2
@usuario uf ...... Quién se atreve a juzgar .... .yo me voy a dar una ducha fría,1
"@user, experto en reuniones inolvidables desde 1994",0
A Piper no le gusta que robe casas o personas. Piper va a la basura con Meatball.,2
@usuario Nos faltan canciones que te hagan llorar cuando estés triste y reír cuando estés contento.,1
"@user ¡Estupendo, muchas gracias!",0
"De hecho, hice algunas cosas malas en YT de las que me arrepiento y por las que pido disculpas, pero puf.",2
"@usuario Si conoces a algún productor que quiera hacerse cargo del guión, ponte en contacto con él.",1
 ...Laura lo arreglará.,0
"Estoy aburrido y de vacaciones y me parece un diseño muy tradicional, háblame de un diseño de tatuaje fresco y sencillo.",1
"@user Charlamos un rato, fue muy amable @user",0
"Hoy me he sentido como Grace siendo atropellada en ""al fondo hay sitio"", sólo que no era mentira y casi no le he dicho lo horrible que era.",2
Me gustaría darle a @usuario mi batería externa para que no se quede sin energía.,1
Me gusta la nueva canción de Sofía Reyes.,0
Ojalá la capital fuera tan calurosa como dicen los que se quejan del calor.,2
"@user Yo no te pido la luna solo pido que me toque la bonoloto, para salir de los problemas.",1
Mañana será un día fresco.,0
"Mañana tengo que ir a hacerme un análisis de sangre y tengo que ayunar. Por favor, denme ánimos en estos momentos difíciles que estoy pasando.",2
"@usuario Fui vendedor durante 11 años, trabajé para una discográfica y trabajé con la Fnac. Se de lo que hablo.",1
"Concluyendo la misión #Lima-limón: ¡gracias por todo el cariño y los buenos deseos! El tiempo se acaba, ¡pero volveré!",0
Silvia pesada no tenía más rt que me avisaron dos veces.,2
"No quiero irme, sí, pero no.",1
"Hola @usuario, último día de trabajo, me voy una semana de vacaciones. Te deseo lo mejor en la vida y que seas feliz.",0
Casi siempre hago fotos solo y quiero fotos bonitas con gente.,2
"Unidos Podemos ha llegado, @usuario y @usuario acaban de llegar juntos @usuario",1
"@user No, tenemos un itinerario, pero nos dejan un par de días libres para que sea más práctico, y voy con mi padre, que no quiere que le molesten.",0
"@usuario Oye, pero yo no soy tan estirado de sbs.",2
"En cualquier caso, no iré porque tengo una agenda bastante apretada.",1
"Lo sentimos, pero hacer preguntas en Twitter a través de #askLFI #ayudasLFI es una convocatoria de propuestas y también es muy divertido.",0
@Users @Users @Users @Users Sabes que soy pobre.,2
"@usuario En ese caso, todo bien. Si tus tweets son ambiguos, me permito equivocarme jajajaja. Con el mayor de los respetos.",1
Señor @usuario Ha recibido una invitación oficial para formar parte de nuestra colección Mundo Chiquito. @usuario envíele el contrato,0
"@user Capitán América, Super Vitamina, ¿te he dicho alguna vez que hoy no estoy contento contigo?",2
"¡Claro Jo! Hace mucho que no uso el móvil, ya sabes @usuario",1
"@usuario, sino porque eres muy guapa.",0
Sigo sin entender muy bien cuál es la motivación de Assange. ¿Destrución total?,2
"2hrs 12mins, dormí 17 horas esta semana, tengo un examen de química a las 8am y termino mi día a las 10am.",1
Mis hijas son tan hermosas. Las quiero tanto.,0
"Ha sido la semana más ajetreada de mi vida, no he aprendido nada, no he entendido nada, y los exámenes son mañana.",2
Imágenes veraniegas de nuestra querida #Saragossa.,1
"Ya he visto @user Stranger y Mr. Robot pero eres la segunda persona que recomienda The Get Down así que le echaré un vistazo, ¡gracias!",0
"Lo peor fue cuando @usuario se puso a charlar con el de la discoteca y yo me fui, quería ir a tomar algo con ella.",2
Sólo quiero que me hagas feliz.,1
"¡Quiero más de la lasaña de ayer! Se cocinaron muy bien, donde me adoptaron ayer",0
No puedes hacerme un favor si no me haces feliz.,2
@usuario Estoy totalmente a tiempo.,1
"@user @user Muy buena mañana por cierto, ¡grandes fotos!",0
"Realmente quería abrazar, sabía que iba a venir, ahora voy a ser fuerte o algo así.",2
"@usuario Lo sentimos, no estamos en Twitter. Si vuelves a hacerlo, no dudes en mencionarnos.",1
@user sobre todo quiero tenerlo con mi bebe jajajaja. Muchas gracias ♥,0
"@usuario @usuario Estoy cansado de salir a la calle y que todo el mundo me haga fotos, es una vida dura.",2
"Ahhhh, gracias por los buenos deseos, y sí, me voy a trabajar.",1
"@usuario me siento muy de acuerdo con tus tweets, encontre tu cuenta porque mi mejor amigo a veces menciona tus cosas.",0
"Lamentablemente, como de costumbre, un gran número de premios fueron ganados por REVENDEDORES.",2
"@user Por favor, póntelo y visita Málaga.",1
"El último día de trabajo, por fin",0
"Estaba durmiendo cuando me despertó un mensaje, y ahora no puedo dormir.",2
"@usuario ""Chatarra"" es como llama a las piezas de cohetes, bombas y misiles de alta calidad, todos diseñados por él.",1
"¡Yo también! ¡Pero no soy conocido por las recomendaciones fuertes, Colonia también! http",0
Mi hermana y mi madre están charlando con sus parejas mientras yo estoy aquí sentada con dolor de cabeza haciendo los deberes de matemáticas.,2
@user ¡Inicia Python a la manera de @user!,1
@usuario ¡No puedo esperar a verte!,0
"""Bla bla bla... Eres el mejor, pero no te quiero en mi vida, bla bla bla ...... ""¡Rutina!",2
Ahora las cosas se ponen feas cuando no lo dices ..... recierto,1
"@user Gracias, a mi también me ha pasado, los antibióticos hacen maravillas, estoy deseando que vuelva mi madre con ellos.",0
"@user No, es ilegal.",2
@usuario te daré un poco.,1
@usuario @usuario Las palabras y las emociones que evocan son muy útiles para provocar cambios.,0
"Llevo toda la mañana haciendo algo y no veo ni amantes de la luna, ni señales ni nada.",2
Canción de los Tres Cielos,1
"@usuario Estoy muy agradecido por lo de ""ídolo"", aunque sólo soy un tipo normal que escribe libros.",0
"@user cucha, ¡un independiente que escribe en español! Aunque soy hincha del Barcelona, hay que ganarse el dinero, grassias.",2
"@usuarios, que buen chiste, estos ilusos haciéndose pasar por lobos, y los que se hacen pasar por homosexuales que no saben nada de nosotros.",1
@ usuario @ usuario @ usuario @ usuario @ usuario gggg así que tenemos que hacer algo para recordar a estar en su bar,0
No se me da bien despedirme.,2
Él se va a trabajar a las 13.30 y yo estoy en San Carlos. Mi tío pensó que llegaría a tiempo.,1
"@usuario @usuario siiiiiiiiii, vuelvo a estar en la lista de conciertos a los que asistir. Entonces Conciertos OT",0
Sé que mi tarjeta gráfica se está muriendo. Lo que no entiendo es por qué puedo ver algunos vídeos pero no otros .....,2
"@usuario A falta de algunas de sus películas (como Big Fish, que ya está descargada), me quedo con A Christmas Nightmare y James and the Giant Peach.",1
"¡¡¡¡Viva México, Viva los Nativos Americanos, Viva América Libre !!!!",0
"Sí, sí, sé que es correcto, lo he buscado, pero es bastante inusual, llamativo, un poco friki.... No estoy seguro de si es una buena idea, pero lo es.",2
Mañana tenemos que levantarnos temprano para trabajar en la frontera cerca del norte. Recogeré algunas Tonas y rocas si puedo.,1
"El hashtag One Good Reason lo dice todo, ¡adelante #demoslelavuelta!",0
Lo que más odio es ir sola en autobús al centro de la ciudad porque me aburro mucho sola.,2
El siguiente vídeo explica cómo participar en la campaña 500.000 Respuestas en Verso.,1
@usuario eres un gran tipo y es muy triste que la mayoría de la gente no se dé cuenta de la diferencia entre unos y otros.,0
Hoy estoy un poco triste.,2
"@user @user @user @user @user Gracias Sí, lo que da miedo de la verdad es que no siempre nos hace felices.",1
"@user Buena suerte en tu próxima aventura, tío.",0
"Lo peor de @usuario es que cuando llegas al Reina Sofía, el descuento de estudiante sólo está disponible para los menores de 27 años.",2
¡¡¡@usuario sii!!! Licitaciones Preescolares,1
"A los que les dices que lo estás pasando mal, ya están planeando un viaje contigo, o incluso un viaje futuro.",0
"@usuario me solidarizo contigo, yo me enteré de que existían porque tú los encontraste. En otras palabras, alguien los leyó primero.",2
"Quería hacer algo especial para David que le hiciera sonreír cuando lo viera, pero no encontraba nada.",1
"Al final del inventario, tras dos días de duro trabajo, he conseguido dormir un poco y ya huelo las vacaciones.",0
"Que yo recuerde, no te he insultado, que tengas un buen día. Salud y República",2
"Seguro que ahora mismo estoy en casa de Zgz viendo los premios por la tele, pero no.",1
Acampar es una de mis actividades favoritas en el mundo.,0
Tiene que ser el viernes para que puedan pagar. Estoy sufriendo de verdad.,2
Martita Bonito verde Brandon se que no coincide con la foto pero http,1
@user ¡Muchas gracias! ¡Estoy muy contenta de formar parte de esta Masterclass!,0
"Lo peor de no dormir es que no necesito molestar a nadie a esas horas, todo el mundo está ya durmiendo.",2
"Mientras mi jefe no lo sepa, todo está bien lol Todos los demás tienen sentido común.",1
"¡¡¡Hola a todos!!! Aquí estamos, con el síndrome post Uncharted 4 :S Necesito jugar a los 5 de una vez ..... Pero no tengo tiempo.",0
@user ¡Tu vida ha producido un gran hijo! ¡Un hombre increíble!,2
@user @user @user @user @user @user El tiempo lo dirá. Ten cuidado porque los tres son igual de malos para Ps.,1
"Felicidades a mi hermoso @usuario espero que podamos vernos pronto, por fin viniste a conocerme. Te amo bebé mágico ♥",0
@user mica estara en 8g porque su comentario en ig me hace pensar si seria mejor que siguiera cbt peru y se quedara ahi.,2
"Hola, mis felicitaciones a #ParaOlvidarte de @usuario.",1
"En mi familia, todos mueren el día de un terremoto. Nadie se preocupa por mí. Soy el único que está en la calle con una toalla.",2
"@usuario De ahí nació una bonita amistad, pero bueno, ¡no sería tan malo si la decisión fuera sólo por el software! @usuario @Benutzer",1
"Por ejemplo, si tengo papada y alguien me trae la comida al trabajo Gracias @usuario",0
"@user No sé si hay traducción, la busqué hace tiempo y sólo la encontré con subtítulos.",2
"@user La verdad es que sí. clarke sigue por aquí, y quiero ver qué van a hacer con su personaje, así que no sé qué hacer, jaja.",1
"@usuario, puedes hablar conmigo cuando quieras.",0
@usuario @usuario te voy a matar mañana por la noche max eeh. hoy te voy a dar un respiro.,2
"El @usuario @usuario es la velocidad en tierra, que se ve afectada por el viento de cola, salud, que debe tener la aeronave.",1
"Hola, me he echado una siesta a las 5 de la mañana y me acabo de despertar y se me ha quitado el sueño.",0
"@user Jo No me parece bien que Yessica haya sido eliminada en primera ronda, pero al menos llegó al Top 8, no esperaba verla aquí.",2
"Al menos aquí, no sólo ELF ... Entonces ...... Pfft .... No soy un fan de las nubes, sólo soy un fan de las nubes.",1
Qué @Usuario tan valioso has reclutado para tu tierra.,0
"Podría haber tenido novia y pasar esos 22 días solo en casa, con más chill y menos Netflix.",2
"Si buscas a alguien con quien quedar, puedo ayudarte.",1
"@usuario Recomiendo este libro, se lee monótono, pero algunos capítulos reavivan el interés.",0
@user @user @user @user @user ¿Qué puente estás usando? No me pongas miel en los labios.,2
"Aún no sabemos por qué. Es una verdadera lástima, ¿no?",1
"En mi cabeza, en mi cabeza, ¡estás dando vueltas en círculos! ¡¡¡¡¡¡Estoy muy emocionado porque algo enorme está a punto de sucederme !!!!!!",0
"Lo peor de todo, ¡la lista de personas que abandonaron el juego mientras @usuario lo jugaba!",2
"@user Pues no se que decirte, mientras no abras la jaula no pasará nada. Pero sugiéreles que salgan un ratito cada día +.",1
Siempre puedes mirar hacia arriba y ver el cielo azul y los rascacielos.,0
"@user Vaya cabra, hace años que aprendo de ti @user Por favor, perdonadle porque no sabe de lo que habla .... ¿O no? Un abrazo a todos",2
"@utilisateur @utilisateur @utilisateur @utilisateur Sí, he entendido lo que querías decir por tu tweet anterior.",1
"Cuando le gano al Fifa como invitado en otra casa, siempre soy imbatible. Esta vez me ha costado más que el Fifa 13 de la 360.",0
"@user @user No estoy de acuerdo, las cicatrices siempre son un recuerdo del dolor sufrido o causado.",2
"Emparejar un libro de Colleen Hoover con otro libro de Colleen Hoover es una mala idea, ¿verdad? Bueno, eso es lo que voy a hacer ahora.",1
Hoy microaventura en #kayak con dos kayakistas experimentados Ría de Villaviciosa. @ El Puntal.... http,0
"Lo peor es que después de dormir todo el día después de estar enfermo, ahora ni siquiera puedo dormir por la noche .....",2
